X,Y,OBJECTID,RADICADO,FECHA,HORA,DIA,PERIODO,CLASE,DIRECCION,DIRECCION_ENC,CBML,TIPO_GEOCOD,GRAVEDAD,BARRIO,COMUNA,DISENO,DIA_NOMBRE,MES,MES_NOMBRE,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD
-75.546856001916,6.23779201073805,826772,1726759,2020/10/20 00:00:00+00,03:30:00,20,2020,Choque,CL 49 CR 20,CL  049   020  000 00000,905,Malla vial,CON HERIDOS,Alejandro Echavarría,Buenos Aires,Tramo de via,MARTES   ,10,OCTUBRE   ,837374.51,1181766.32,-75.546856,6.23779201
-75.5277300676305,6.20160046759652,826773,1709635,2020/02/27 00:00:00+00,11:40:00,27,2020,Volcamiento,CR 1 CL 1,CR  001   001  000 00000,90,Malla vial P,CON HERIDOS,SUBURB El Plan,Corregimiento de Santa Elena,Lote o Predio,JUEVES   ,02,FEBRERO   ,839491.86,1177763.15,-75.52773007,6.20160047
-75.5758239805242,6.21789512293889,826774,1714749,2020/05/12 00:00:00+00,01:45:00,12,2020,Choque,CR 48 CL 16 A,CR  048   016 A  000 00000,1403,Malla vial,SOLO DAÑOS,Villa Carlota,El Poblado,Tramo de via,MARTES   ,05,MAYO      ,834167.97,1179565.43,-75.57582398,6.21789512
-75.5364535580269,6.22887981790226,826775,1727653,2020/10/25 00:00:00+00,01:50:00,25,2020,Choque,CL 47 A CR 6 AB,CL  047 A   006 AB 000 00000,9005,Malla vial cruce invertido,SOLO DAÑOS,Media Luna,Corregimiento de Santa Elena,Tramo de via,DOMINGO  ,10,OCTUBRE   ,838526.02,1180780.56,-75.53645356,6.22887982
-75.555302506022,6.27648969723966,826776,1702571,2020/01/04 00:00:00+00,01:00:00,04,2020,Otro,CR 47 CL 84,CR  047   084  000 00000,410,Malla vial,CON HERIDOS,Campo Valdés No. 1,Aranjuez,Lote o Predio,SÁBADO   ,01,ENERO     ,836439.48,1186046.79,-75.55530251,6.2764897
-75.5751071188723,6.24911369223314,826777,1717871,2020/07/04 00:00:00+00,01:50:00,04,2020,Choque,CR 57 CL 49,CR  057   049  000 00000,1006,Malla vial,CON HERIDOS,San Benito,La Candelaria,Interseccion,SÁBADO   ,07,JULIO     ,834247.39,1183018.63,-75.57510712,6.24911369
-75.6136548973059,6.23449779684522,826778,1703608,2020/01/14 00:00:00+00,06:30:00,14,2020,Atropello,CL 31 C CR 89 B,CL  031 C   089 B  000 00000,1616,Malla vial,CON HERIDOS,Las Violetas,Belén,Tramo de via,MARTES   ,01,ENERO     ,829980.44,1181402.15,-75.6136549,6.2344978
-75.5856859671981,6.2073621350437,826779,1703134,2020/01/10 00:00:00+00,05:15:00,10,2020,Caida Ocupante,CR 52 CL 1,CR  052   001  000 00000,1509,Malla vial,CON HERIDOS,Cristo Rey,Guayabal,Lote o Predio,VIERNES  ,01,ENERO     ,833076.25,1178400.37,-75.58568597,6.20736213
-75.5725984252277,6.26523786714951,826780,1718102,2020/07/03 00:00:00+00,01:50:00,03,2020,Choque,CR 64 CL 67,CR  064   067  000 00000,517,Malla vial,SOLO DAÑOS,Caribe,Castilla,Tramo de via,VIERNES  ,07,JULIO     ,834525.1,1184802.18,-75.57259843,6.26523787
-75.6204631368107,6.24611774542437,826781,1717091,2020/06/23 00:00:00+00,06:00:00,23,2020,Atropello,CR 105 B CL 34 BB,CR  105 B   034 BB 000 00000,1311,Malla vial,CON HERIDOS,Belencito,San Javier,Tramo de via,MARTES   ,06,JUNIO     ,829226.96,1182687.55,-75.62046314,6.24611774
-75.6030190908271,6.21126818748259,826782,1702400,2020/01/02 00:00:00+00,07:45:00,02,2020,Choque,CR 80 CL 2,CR  080   002  000 00000,1610,Malla vial,CON HERIDOS,El Rincón,Belén,Tramo de via,JUEVES   ,01,ENERO     ,831157.55,1178832.54,-75.60301909,6.21126819
-75.5802538216076,6.20293393683632,826783,1727564,2020/10/23 00:00:00+00,06:20:00,23,2020,Choque,CR 50 CL 4  Sur,CR  050  S 004  000 00000,0,Malla vial,SOLO DAÑOS,Cristo Rey,Guayabal,Tramo de via,VIERNES  ,10,OCTUBRE   ,833677.56,1177910.53,-75.58025382,6.20293394
-75.5770466849526,6.27562664081216,826784,1715735,2020/06/01 00:00:00+00,03:50:00,01,2020,Choque,CL 79 CR 67,CL  079   067  000 00000,519,Malla vial,SOLO DAÑOS,El Progreso,Castilla,Tramo de via,LUNES    ,06,JUNIO     ,834032.77,1185951.33,-75.57704669,6.27562664
-75.5644066953818,6.20043031151702,826785,1722782,2020/09/05 00:00:00+00,02:03:00,05,2020,Choque,Tv 2 Sur CL 1 Sur,TV S 002   001  000 00000,1409,Malla vial,SOLO DAÑOS,El Tesoro,El Poblado,Paso Elevado,SÁBADO   ,09,SEPTIEMBRE,835431.81,1177633.57,-75.5644067,6.20043031
-75.579247449524,6.25159339703736,826786,1702545,2020/01/04 00:00:00+00,10:30:00,04,2020,Choque,CR 63 CL 50,CR  063   050  000 00000,1101,Malla vial,SOLO DAÑOS,Carlos E. Restrepo,Laureles Estadio,Tramo de via,SÁBADO   ,01,ENERO     ,833789.11,1183292.93,-75.57924745,6.2515934
-75.6342848835104,6.2775114958069,826787,1728172,2020/11/02 00:00:00+00,08:50:00,02,2020,Choque,CL 61 CR 129,CL  061   129  000 00000,6000,No Ubicada,SOLO DAÑOS,Cabecera Urbana San Cristobal,Corregimiento De San Cristóbal,Tramo de via,LUNES    ,11,NOVIEMBRE ,827697.5,1186160.31,-75.63428488,6.2775115
-75.5827517272981,6.29189417352362,826788,1709091,2020/02/22 00:00:00+00,11:40:00,22,2020,Choque,CL 94 CR 79,CL  094   079  000 00000,608,Malla vial,SOLO DAÑOS,Picacho,Doce de Octubre,Tramo de via,SÁBADO   ,02,FEBRERO   ,833401.38,1187750.76,-75.58275173,6.29189417
-75.5549025662524,6.20801010987976,826789,1713947,2020/05/06 00:00:00+00,11:50:00,06,2020,Choque,CR 25 CL 10,CR  025   010  000 00000,1408,Malla vial,CON HERIDOS,1408,El Poblado,Lote o Predio,MIÉRCOLES,05,MAYO      ,836483.89,1178472.01,-75.55490257,6.20801011
-75.6324643795977,6.27974192591549,826790,1712314,2020/03/17 00:00:00+00,04:00:00,17,2020,Choque,CL 63 CR 127,CL  063   127  000 00000,6000,Malla vial,SOLO DAÑOS,Cabecera Urbana San Cristobal,Corregimiento de San Cristóbal,Tramo de via,MARTES   ,03,MARZO     ,827899.03,1186407,-75.63246438,6.27974193
-75.5846688960269,6.23946362151987,826791,1713712,2020/04/27 00:00:00+00,11:10:00,27,2020,Choque,CL 33 CR 65 C,CL  033   065 C  000 00000,1601,Malla vial,SOLO DAÑOS,Fátima,Belén,Tramo de via,LUNES    ,04,ABRIL     ,833188.97,1181951.23,-75.5846689,6.23946362
-75.543595023982,6.26925959958543,826792,1731488,2020/12/04 00:00:00+00,11:30:00,04,2020,Atropello,CR 30 A CL 77 A,CR  030 A   077 A  000 00000,305,Malla vial aproximada: CR 30A-77,CON HERIDOS,El Raizal,Manrique,Tramo de via,VIERNES  ,12,DICIEMBRE ,837735.33,1185247.08,-75.54359502,6.2692596
-75.5894287863814,6.27728341903759,826793,1703142,2020/01/10 00:00:00+00,08:00:00,10,2020,Atropello,CR 80 CL 77 B,CR  080   077 B  000 00000,706,Malla vial aproximada: CR 80-76,CON MUERTOS,La Pilarica,Robledo,Interseccion,VIERNES  ,01,ENERO     ,832662.29,1186134.64,-75.58942879,6.27728342
-75.5790154589018,6.24195680349385,826794,1713805,2020/05/05 00:00:00+00,02:50:00,05,2020,Choque,CR 62 CL 37,CR  062   037  000 00000,1105,Malla vial aproximada: CR 63-37,CON HERIDOS,Los Conquistadores,Laureles Estadio,Tramo de via,MARTES   ,05,MAYO      ,833814.76,1182226.99,-75.57901546,6.2419568
-75.6190179517334,6.24467069701576,826795,1727049,2020/10/19 00:00:00+00,11:40:00,19,2020,Choque,CL 34 B CR 93 B,CL  034 B   093 B  000 00000,1311,Malla vial,SOLO DAÑOS,Belencito,San Javier,Interseccion,LUNES    ,10,OCTUBRE   ,829386.91,1182527.47,-75.61901795,6.2446707
-75.6561456222777,6.18464932809369,826796,1726671,2020/10/15 00:00:00+00,03:40:00,15,2020,Choque,CR 79 CL 42  Sur,CR  079  S 042  000 00000,0,Malla vial,SOLO DAÑOS,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,JUEVES   ,10,OCTUBRE   ,825276.12,1175888.85,-75.65614562,6.18464933
-75.7038158742467,6.22180566397042,826797,1724916,2020/09/30 00:00:00+00,06:00:00,30,2020,Choque,CL 99 CR 9,CL  099   009  000 00000,,No Ubicada,CON HERIDOS,,Sin Inf,Tramo de via,MIÉRCOLES,09,SEPTIEMBRE,820000,1180000,-75.70381587,6.22180566
-75.5652448578486,6.24832473875975,826798,1709727,2020/02/27 00:00:00+00,10:30:00,27,2020,Atropello,CR 46 CL 50,CR  046   050  000 00000,1019,Malla vial,CON HERIDOS,La Candelaria,La Candelaria,Tramo de via,JUEVES   ,02,FEBRERO   ,835339.03,1182931.35,-75.56524486,6.24832474
-75.5961584235171,6.23080410243409,826799,1727012,2020/10/22 00:00:00+00,06:40:00,22,2020,Choque,CL 29 CR 76,CL  029   076  000 00000,1603,Malla vial,SOLO DAÑOS,Belén,Belén,Tramo de via,JUEVES   ,10,OCTUBRE   ,831917.13,1180993.43,-75.59615842,6.2308041
-75.5833392279866,6.24415892878433,826800,1706652,2020/02/06 00:00:00+00,06:50:00,06,2020,Choque,CR 65 CL 40,CR  065   040  000 00000,1105,Malla vial,CON HERIDOS,Los Conquistadores,Laureles Estadio,Interseccion,JUEVES   ,02,FEBRERO   ,833336.17,1182470.59,-75.58333923,6.24415893
-75.5849396693983,6.28259000364299,826801,1704157,2020/01/18 00:00:00+00,09:20:00,18,2020,Choque,CR 80 CL 79 B,CR  080   079 B  000 00000,711,Malla vial cruce invertido,CON HERIDOS,El Diamante,Robledo,Tramo de via,SÁBADO   ,01,ENERO     ,833159.18,1186721.6,-75.58493967,6.28259
-75.5429814341394,6.26163520272474,826802,1709307,2020/02/25 00:00:00+00,12:30:00,25,2020,Otro,CL 68 CR 28,CL  068   028  000 00000,309,Malla vial,CON HERIDOS,Versalles No. 1,Manrique,Lote o Predio,MARTES   ,02,FEBRERO   ,837803.28,1184403.72,-75.54298143,6.2616352
-75.5981697029523,6.231301928557,826803,1713140,2020/04/15 00:00:00+00,07:20:00,15,2020,Choque,CL 30 CR 78,CL  030   078  000 00000,1603,Malla vial,CON HERIDOS,Belén,Belén,Interseccion,MIÉRCOLES,04,ABRIL     ,831694.5,1181048.51,-75.5981697,6.23130193
-75.5773216035685,6.21390480662106,826804,1720369,2020/08/10 00:00:00+00,02:00:00,10,2020,Otro,CR 49 CL 10,CR  049   010  000 00000,1419,EPM con Interior,CON HERIDOS,1419,El Poblado,Tramo de via,LUNES    ,08,AGOSTO    ,834002.18,1179124.05,-75.5773216,6.21390481
-75.5638948522372,6.25063394548994,826805,1718939,2020/07/16 00:00:00+00,07:00:00,16,2020,Choque,CR 46 CL 53,CR  046   053  000 00000,1019,Malla vial,SOLO DAÑOS,La Candelaria,La Candelaria,Tramo de via,JUEVES   ,07,JULIO     ,835488.46,1183186.78,-75.56389485,6.25063395
-75.5451303449237,6.30133904792667,826806,1705037,2020/01/27 00:00:00+00,10:05:00,27,2020,Choque,CL 118 CR 42 B,CL  118   042 B  000 00000,103,EPM con Interior,CON HERIDOS,103,Popular,Tramo de via,LUNES    ,01,ENERO     ,837565.26,1188795.5,-75.54513035,6.30133905
-75.5808083370867,6.24013319901136,826807,1709498,2020/02/21 00:00:00+00,02:30:00,21,2020,Choque,CL 34 CR 64,CL  034   064  000 00000,1105,Malla vial,SOLO DAÑOS,Los Conquistadores,Laureles Estadio,Tramo de via,VIERNES  ,02,FEBRERO   ,833616.3,1182025.28,-75.58080834,6.2401332
-75.5775950240059,6.22765255415744,826808,1731096,2020/11/21 00:00:00+00,04:00:00,21,2020,Choque,CR 52 CL 29,CR  052   029  000 00000,1504,Malla vial,SOLO DAÑOS,Santa Fé,Guayabal,Tramo de via,SÁBADO   ,11,NOVIEMBRE ,833971.95,1180644.74,-75.57759502,6.22765255
-75.5657251219859,6.24749590782205,826809,1705777,2020/01/31 00:00:00+00,01:00:00,31,2020,Otro,CL 49 CR 45,CL  049   045  000 00000,1019,Malla vial,CON HERIDOS,La Candelaria,La Candelaria,Lote o Predio,VIERNES  ,01,ENERO     ,835285.87,1182839.67,-75.56572512,6.24749591
-75.5687109286102,6.22983162768273,826810,1719455,2020/07/27 00:00:00+00,10:00:00,27,2020,Choque,CR 43 CL 30,CR  043   030  000 00000,1020,Malla vial,SOLO DAÑOS,San Diego,La Candelaria,Tramo de via,LUNES    ,07,JULIO     ,834955.36,1180885.76,-75.56871093,6.22983163
-75.5569976702596,6.24300029443333,826811,1716554,2020/06/16 00:00:00+00,06:30:00,16,2020,Atropello,CL 49 CR 36,CL  049   036  000 00000,906,Malla vial,CON HERIDOS,Barrio Caicedo,Buenos Aires,Tramo de via,MARTES   ,06,JUNIO     ,836251.91,1182342.4,-75.55699767,6.24300029
-75.5652426736486,6.22464720243969,826812,1730894,2020/12/01 00:00:00+00,07:10:00,01,2020,Choque,CL 26 CR 38,CL  026   038  000 00000,1020,Malla vial,CON HERIDOS,San Diego,La Candelaria,Tramo de via,MARTES   ,12,DICIEMBRE ,835339.27,1180312.29,-75.56524267,6.2246472
-75.5703889300847,6.25792578094722,826813,1709634,2020/02/26 00:00:00+00,04:15:00,26,2020,Caida Ocupante,CL 58 CR 55,CL  058   055  000 00000,10,Malla vial P,CON HERIDOS,Jesús Nazareno,La Candelaria,Lote o Predio,MIÉRCOLES,02,FEBRERO   ,834769.65,1183993.36,-75.57038893,6.25792578
-75.5728203208417,6.21150166506088,826814,1702946,2020/01/07 00:00:00+00,01:10:00,07,2020,Choque,CL 10 CR 43 DD,CL  010   043 DD 000 00000,1419,Malla vial,SOLO DAÑOS,Manila,El Poblado,Interseccion,MARTES   ,01,ENERO     ,834500.45,1178858.22,-75.57282032,6.21150167
-75.5598390243605,6.18687627084283,826815,1718634,2020/07/11 00:00:00+00,06:30:00,11,2020,Choque,CL 12 Sur CR 18,CL S 012   018  000 00000,1411,Malla vial,SOLO DAÑOS,Los Balsos No.1,El Poblado,Lote o Predio,SÁBADO   ,07,JULIO     ,835937.46,1176134.31,-75.55983902,6.18687627
-75.5695860489541,6.21905854319157,826816,1707287,2020/02/11 00:00:00+00,07:30:00,11,2020,Otro,CR 43 A CL 17,CR  043 A   017  000 00000,1404,Malla vial,CON HERIDOS,Castropol,El Poblado,Lote o Predio,MARTES   ,02,FEBRERO   ,834858.48,1179694.11,-75.56958605,6.21905854
-75.5703827235328,6.28640923179919,826817,1714601,2020/05/17 00:00:00+00,12:13:00,17,2020,Choque,CR 65 CL 93,CR  065   093  000 00000,511,Malla vial,SOLO DAÑOS,Castilla,Castilla,Interseccion,DOMINGO  ,05,MAYO      ,834770.37,1187144.02,-75.57038272,6.28640923
-75.5603342527689,6.23672308263772,826818,1714703,2020/05/19 00:00:00+00,01:00:00,19,2020,Atropello,CL 40 CR 35,CL  040   035  000 00000,911,Malla vial,CON HERIDOS,Gerona,Buenos Aires,Tramo de via,MARTES   ,05,MAYO      ,835882.59,1181648.05,-75.56033425,6.23672308
-75.7038158742467,6.22180566397042,826819,1708748,2020/02/21 00:00:00+00,12:10:00,21,2020,Otro,CR 80 B CL 9,CR  080 B   009  000 00000,0,No Ubicada,CON HERIDOS,Sin Inf,Sin Inf,Lote o Predio,VIERNES  ,02,FEBRERO   ,820000,1180000,-75.70381587,6.22180566
-75.5695670911397,6.29165063361295,826820,1715793,2020/06/06 00:00:00+00,08:16:00,06,2020,Otro,CR 65 CL 97,CR  065   097  000 00000,511,Malla vial,CON HERIDOS,Castilla,Castilla,Tramo de via,SÁBADO   ,06,JUNIO     ,834860.65,1187723.79,-75.56956709,6.29165063
-75.593710891303,6.24347997682354,826821,1717071,2020/06/24 00:00:00+00,12:06:00,24,2020,Choque,TV 39 B CL 4,TV  039 B   004  000 00000,11,Malla vial,CON HERIDOS,Bolivariana,Laureles Estadio,Tramo de via,MIÉRCOLES,06,JUNIO     ,832188.13,1182395.54,-75.59371089,6.24347998
-75.5621533676345,6.27143244723258,826822,1733994,2020/12/24 00:00:00+00,11:40:00,24,2020,Choque,CR 51 CL 77,CR  051   077  000 00000,415,Malla vial,SOLO DAÑOS,Miranda,Aranjuez,Tramo de via,JUEVES   ,12,DICIEMBRE ,835681.21,1185487.38,-75.56215337,6.27143245
-75.553689917177,6.2832292463198,826823,1707906,2020/02/16 00:00:00+00,09:45:00,16,2020,Atropello,CR 46 CL 92,CR  046   092  000 00000,401,Malla vial,CON HERIDOS,Berlin,Aranjuez,Tramo de via,DOMINGO  ,02,FEBRERO   ,836617.95,1186792.28,-75.55368992,6.28322925
-75.5653536624187,6.18112953850441,826824,1721231,2020/08/18 00:00:00+00,11:00:00,18,2020,Choque,CL 20 Sur CR 25 C,CL S 020   025 C  000 00000,1412,Malla vial aproximada: CL S 20-25B,SOLO DAÑOS,San Lucas,El Poblado,Tramo de via,MARTES   ,08,AGOSTO    ,835326.98,1175498.64,-75.56535366,6.18112954
-75.5444404387742,6.27292129504574,826825,1722987,2020/09/10 00:00:00+00,06:30:00,10,2020,Caida Ocupante,CL 82 CR 31 AA,CL  082   031 AA 000 00000,3120060001,Malla vial,CON HERIDOS,Oriente,Manrique,Tramo de via,JUEVES   ,09,SEPTIEMBRE,837641.74,1185652.11,-75.54444044,6.2729213
-75.6039369605325,6.28015705318233,826826,1706171,2020/02/02 00:00:00+00,08:10:00,02,2020,Choque,CR 94 CL 63,CR  094   063  000 00000,718,Malla vial aproximada: CR 94-64,SOLO DAÑOS,Cucaracho,Robledo,Tramo de via,DOMINGO  ,02,FEBRERO   ,831056.51,1186452.6,-75.60393696,6.28015705
-75.5695128841946,6.22012595226451,826827,1712554,2020/03/22 00:00:00+00,02:00:00,22,2020,Choque,CL 18 A CR 41 AA,CL  018 A   041 AA 000 00000,1404,Malla vial aproximada: CL 19-42,SOLO DAÑOS,Castropol,El Poblado,Interseccion,DOMINGO  ,03,MARZO     ,834866.58,1179812.18,-75.56951288,6.22012595
-75.5277300676305,6.20160046759652,826828,1707556,2020/02/13 00:00:00+00,07:50:00,13,2020,Caida Ocupante,CR 1 CL 1,CR  001   001  000 00000,90,Malla vial P,CON HERIDOS,SUBURB El Plan,Corregimiento de Santa Elena,Lote o Predio,JUEVES   ,02,FEBRERO   ,839491.86,1177763.15,-75.52773007,6.20160047
-75.5758755834915,6.25356728408657,826829,1726949,2020/10/16 00:00:00+00,11:30:00,16,2020,Choque,CR 60 CL 51,CR  060   051  000 00000,1006,Malla vial aproximada: CR 60-50,SOLO DAÑOS,San Benito,La Candelaria,Interseccion,VIERNES  ,10,OCTUBRE   ,834162.34,1183511.26,-75.57587558,6.25356728
-75.5830187355232,6.19797144404951,826830,1704086,2020/01/19 00:00:00+00,04:20:00,19,2020,Otro,CR 50 C CL 10 Sur,CR  050 C  S 010  000 00000,1510,Malla vial,CON HERIDOS,Guayabal,Guayabal,Tramo de via,DOMINGO  ,01,ENERO     ,833371.47,1177361.62,-75.58301874,6.19797144
-75.60439861658,6.21111548282605,826831,1707860,2020/02/16 00:00:00+00,10:15:00,16,2020,Atropello,CL 2 B CR 81 A,CL  002 B   081 A  000 00000,1610,Malla vial,CON HERIDOS,El Rincón,Belén,Tramo de via,DOMINGO  ,02,FEBRERO   ,831004.84,1178815.66,-75.60439862,6.21111548
-75.554304422981,6.23637213547727,826832,1718201,2020/07/07 00:00:00+00,03:05:00,07,2020,Choque,CR 29 CL 43 A,CR  029   043 A  000 00000,9,Malla vial,SOLO DAÑOS,La Milagrosa,Buenos Aires,Tramo de via,MARTES   ,07,JULIO     ,836550.04,1181609.24,-75.55430442,6.23637214
-75.5485018849439,6.24231962276318,826833,1731223,2020/11/27 00:00:00+00,04:00:00,27,2020,Choque,CL 52 CR 26,CL  052   026  000 00000,810,Malla vial,SOLO DAÑOS,El Pinal,Villa Hermosa,Tramo de via,VIERNES  ,11,NOVIEMBRE ,837192.31,1182267.13,-75.54850189,6.24231962
-75.5812558284872,6.2555583083949,826834,1703727,2020/01/14 00:00:00+00,11:00:00,14,2020,Choque,CR 65 CL 49 B,CR  065   049 B  000 00000,1102,Malla vial,SOLO DAÑOS,Suramericana,Laureles Estadio,Interseccion,MARTES   ,01,ENERO     ,833566.82,1183731.51,-75.58125583,6.25555831
-75.563875950314,6.30788480822468,826835,1733096,2020/12/20 00:00:00+00,05:00:00,20,2020,Choque,CR 64 AA CL 113,CR  064 AA  113  000 00000,502,Malla vial aproximada: CR 65-113,CON MUERTOS,Las Brisas,Castilla,Tramo de via,DOMINGO  ,12,DICIEMBRE ,835490.54,1189519.51,-75.56387595,6.30788481
-75.5665206756967,6.24461832399733,826836,1710582,2020/03/07 00:00:00+00,07:55:00,07,2020,Choque,CL 45 CR 45,CL  045   045  000 00000,1013,Malla vial cruce invertido,CON HERIDOS,Barrio Colón,La Candelaria,Interseccion,SÁBADO   ,03,MARZO     ,835197.81,1182521.37,-75.56652068,6.24461832
-75.555605108748,6.24428293382092,826837,1724378,2020/09/24 00:00:00+00,06:45:00,24,2020,Atropello,CL 51 CR 35,CL  051   035  000 00000,906,Malla vial,CON HERIDOS,Barrio Caicedo,Buenos Aires,Tramo de via,JUEVES   ,09,SEPTIEMBRE,836406.05,1182484.28,-75.55560511,6.24428293
-75.5992115056072,6.2312451780624,826838,1712410,2020/03/20 00:00:00+00,07:00:00,20,2020,Atropello,CL 30 CR 79,CL  030   079  000 00000,1614,Malla vial,CON HERIDOS,La Palma,Belén,Tramo de via,VIERNES  ,03,MARZO     ,831579.18,1181042.24,-75.59921151,6.23124518
-75.5728924980135,6.28862122217535,826839,1723269,2020/09/12 00:00:00+00,11:50:00,12,2020,Choque,CR 68 CL 94,CR  068   094  000 00000,511,Malla vial,SOLO DAÑOS,Castilla,Castilla,Tramo de via,SÁBADO   ,09,SEPTIEMBRE,834492.59,1187388.7,-75.5728925,6.28862122
-75.5979780591974,6.2466419024914,826840,1714183,2020/05/12 00:00:00+00,12:30:00,12,2020,Otro,TV 39 B CR 78 B,TV  039 B   078 B  000 00000,1108,Malla vial aproximada: TV 39-77,CON HERIDOS,Laureles,Laureles Estadio,Lote o Predio,MARTES   ,05,MAYO      ,831715.82,1182745.32,-75.59797806,6.2466419
-75.7038158742467,6.22180566397042,826841,1716861,2020/06/21 00:00:00+00,10:50:00,21,2020,Otro,CR 85 CL 106,CR  085   106  000 00000,,No Ubicada,CON HERIDOS,Sin Inf,Sin Inf,Lote o Predio,DOMINGO  ,06,JUNIO     ,820000,1180000,-75.70381587,6.22180566
-75.5970042613225,6.24384755302086,826842,1707999,2020/02/12 00:00:00+00,12:00:00,12,2020,Choque,CR 77 CL 73,CR  077   073  000 00000,1108,Malla vial aproximada: CR 76-74,SOLO DAÑOS,Laureles,Laureles Estadio,Paso Elevado,MIÉRCOLES,02,FEBRERO   ,831823.59,1182436.22,-75.59700426,6.24384755
-75.5730558217296,6.26351519849269,826843,1730089,2020/11/25 00:00:00+00,06:05:00,25,2020,Caida Ocupante,CR 63 CL 67,CR  063   067  000 00000,701,Malla vial aproximada: CR 63-66,CON HERIDOS,Universidad Nacional,Robledo,Tramo de via,MIÉRCOLES,11,NOVIEMBRE ,834474.47,1184611.63,-75.57305582,6.2635152
-75.5598228575494,6.25267236755518,826844,1706150,2020/02/02 00:00:00+00,07:40:00,02,2020,Atropello,CL 58 CR 43,CL  058   043  000 00000,1017,Malla vial,CON HERIDOS,Los Ángeles,La Candelaria,Tramo de via,DOMINGO  ,02,FEBRERO   ,835939.18,1183412.26,-75.55982286,6.25267237
-75.5890574105768,6.27632849120863,826845,1732180,2020/12/08 00:00:00+00,09:40:00,08,2020,Choque,CL 75 CR 79 A,CL  075   079 A  000 00000,,Malla vial,SOLO DAÑOS,La Pilarica,Robledo,Tramo de via,MARTES   ,12,DICIEMBRE ,832703.39,1186029.01,-75.58905741,6.27632849
-75.6449378079908,6.17632252312524,826846,1724270,2020/09/22 00:00:00+00,09:00:00,22,2020,Choque,CR 63 CL 51,CR  063   051  000 00000,8000,Malla vial,SOLO DAÑOS,Cabecera San Antonio de Prado,Corregimiento De San Antonio De Prado,Tramo de via,MARTES   ,09,SEPTIEMBRE,826516.71,1174967.59,-75.64493781,6.17632252
-75.5656567129326,6.29599116480401,826847,1720997,2020/08/18 00:00:00+00,04:20:00,18,2020,Choque,CR 64 C CL 102,CR  064 C   102  000 00000,508,Malla vial aproximada: CR 64-102,CON HERIDOS,Belalcázar,Castilla,Tramo de via,MARTES   ,08,AGOSTO    ,835293.45,1188203.91,-75.56565671,6.29599116
-75.6023027438801,6.22569303376523,826848,1716118,2020/06/09 00:00:00+00,07:20:00,09,2020,Choque,CL 20 A CR 81,CL  020 A   081  000 00000,1612,Malla vial,SOLO DAÑOS,La Gloria,Belén,Tramo de via,MARTES   ,06,JUNIO     ,831236.96,1180428.12,-75.60230274,6.22569303
-75.5386187349204,6.29043532297043,826849,1718451,2020/07/09 00:00:00+00,09:00:00,09,2020,Choque,CR 23 CL 102 A,CR  023   102 A  000 00000,112,Malla vial,SOLO DAÑOS,Carpinelo,Popular,Lote o Predio,JUEVES   ,07,JULIO     ,838286.01,1187589.43,-75.53861874,6.29043532
-75.5803113101522,6.19481161427133,826850,1716366,2020/06/09 00:00:00+00,08:00:00,09,2020,Choque,CR 49 CL 12 Sur,CR  049  S 012  000 00000,1423,EPM sin Interior,SOLO DAÑOS,1423,El Poblado,Tramo de via,MARTES   ,06,JUNIO     ,833671.17,1177012.09,-75.58031131,6.19481161
-75.6209056671339,6.25149931034876,826851,1706250,2020/02/03 00:00:00+00,07:00:00,03,2020,Caida Ocupante,CR 108 CL 39,CR  108   039  000 00000,1310,Malla vial,CON HERIDOS,Veinte de Julio,San Javier,Lote o Predio,LUNES    ,02,FEBRERO   ,829178.04,1183282.83,-75.62090567,6.25149931
-75.5843913741862,6.21030033760989,826852,1721577,2020/08/26 00:00:00+00,05:00:00,26,2020,Otro,CR 52 CL 4,CR  052   004  000 00000,1507,Malla vial,CON HERIDOS,Campo Amor,Guayabal,Lote o Predio,MIÉRCOLES,08,AGOSTO    ,833219.57,1178725.37,-75.58439137,6.21030034
-75.5461135912881,6.28539458566141,826853,1725360,2020/10/05 00:00:00+00,03:30:00,05,2020,Atropello,CR 36 CL 93,CR  036   093  000 00000,107,Malla vial aproximada: CR 36-94,CON HERIDOS,San Pablo,Popular,Lote o Predio,LUNES    ,10,OCTUBRE   ,837456.5,1187031.82,-75.54611359,6.28539459
-75.5820412423878,6.27363244538152,826854,1717510,2020/06/30 00:00:00+00,12:20:00,30,2020,Choque,CL 73 CR 72 A,CL  073   072 A  000 00000,706,Malla vial,CON HERIDOS,La Pilarica,Robledo,Tramo de via,MARTES   ,06,JUNIO     ,833479.95,1185730.76,-75.58204124,6.27363244
-75.6015462905635,6.21075804767465,826855,1718339,2020/07/08 00:00:00+00,06:45:00,08,2020,Volcamiento,CR 80 CL 1 Sur,CR  080  S 001  000 00000,1608,Malla vial aproximada: CR S 79-1,CON HERIDOS,La mota,Belén,Tramo de via,MIÉRCOLES,07,JULIO     ,831320.58,1178776.1,-75.60154629,6.21075805
-75.5585407053566,6.31137403128179,826856,1722849,2020/09/09 00:00:00+00,10:00:00,09,2020,Volcamiento,CR 64 AA CL 120,CR  064 AA  120  000 00000,501,Malla vial,CON HERIDOS,Toscana,Castilla,Tramo de via,MIÉRCOLES,09,SEPTIEMBRE,836081.02,1189905.47,-75.55854071,6.31137403
